"233 - Gangs of Wasseypur (2012) - Starring: Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha 8.033920020143176"
"234 - Rocky (1976) - Starring: John G. Avildsen (dir.), Sylvester Stallone, Talia Shire 8.033235187832416"
"235 - Ratsasan (2018) - Starring: Ram Kumar (dir.), Vishnu Vishal, Amala Paul 8.032580318101724"
"236 - Koe no katachi (2016) - Starring: Naoko Yamada (dir.), Miyu Irino, Saori Hayami 8.032377998081886"
"237 - Fa yeung nin wah (2000) - Starring: Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung 8.031120157848582"
"238 - Kaze no tani no Naushika (1984) - Starring: Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura 8.029851838229666"
"239 - It Happened One Night (1934) - Starring: Frank Capra (dir.), Clark Gable, Claudette Colbert 8.029640801639818"
"240 - La battaglia di Algeri (1966) - Starring: Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin 8.027648429362918"
"241 - Before Sunset (2004) - Starring: Richard Linklater (dir.), Ethan Hawke, Julie Delpy 8.026011725769733"
"242 - Du rififi chez les hommes (1955) - Starring: Jules Dassin (dir.), Jean Servais, Carl Möhner 8.025028230000698"
"243 - Soul (2020) - Starring: Pete Docter (dir.), Jamie Foxx, Tina Fey 8.022238169287748"
"244 - Fanny och Alexander (1982) - Starring: Ingmar Bergman (dir.), Bertil Guve, Pernilla Allwin 8.02212596813038"
"245 - The Princess Bride (1987) - Starring: Rob Reiner (dir.), Cary Elwes, Mandy Patinkin 8.02210805155399"
"246 - Trois couleurs: Rouge (1994) - Starring: Krzysztof Kieslowski (dir.), Irène Jacob, Jean-Louis Trintignant 8.02207644942592"
"247 - Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997) - Starring: Hideaki Anno (dir.), Megumi Ogata, Megumi Hayashibara 8.01928016553971"
"248 - Drishyam (2013) - Starring: Jeethu Joseph (dir.), Mohanlal, Meena 8.019187124961718"
"249 - Sunrise: A Song of Two Humans (1927) - Starring: F.W. Murnau (dir.), George O'Brien, Janet Gaynor 8.019095235507248"
"250 - Miracle in Cell No 7 (2019) - Starring: Mehmet Ada Öztekin (dir.), Aras Bulut Iynemli, Nisa Sofiya Aksongur 8.018213841833704"
In [ ]:

1
?
