"43 - Whiplash (2014) - Starring: Nag Ashwin (dir.), Keerthy Suresh, Dulquer Salmaan 8.209947889531605"
"44 - Hotaru no haka (1988) - Starring: Rahi Anil Barve (dir.), Sohum Shah, Jyoti Malshe 8.209052251384113"
"45 - The Departed (2006) - Starring: Dibakar Banerjee (dir.), Anupam Kher, Boman Irani 8.20535417762402"
"46 - The Intouchables (2011) - Starring: K. Selvaraghavan (dir.), Dhanush, Sneha 8.18898798913028"
"47 - The Prestige (2006) - Starring: Alphonse Puthren (dir.), Nivin Pauly, Sai Pallavi 8.185580795589402"
"48 - Casablanca (1942) - Starring: Hrishikesh Mukherjee (dir.), Rajesh Khanna, Amitabh Bachchan 8.183802782251204"
"49 - Once Upon a Time in the West (1968) - Starring: S. Shankar (dir.), Vikram, Sada 8.175038758584325"
"50 - Rear Window (1954) - Starring: M. Manikandan (dir.), Ramesh, J. Vignesh 8.173890647331758"
"51 - Nuovo Cinema Paradiso (1988) - Starring: S. Shankar (dir.), Arjun Sarja, Manisha Koirala 8.169645099261656"
"52 - Alien (1979) - Starring: Sriram Raghavan (dir.), Ayushmann Khurrana, Tabu 8.169535477748825"
"53 - Apocalypse Now (1979) - Starring: Anjali Menon (dir.), Nazriya Nazim, Nivin Pauly 8.169489678779701"
"54 - Memento (2000) - Starring: Karthick Naren (dir.), Rahman, Prakash Raghavan 8.167642467931964"
"55 - Raiders of the Lost Ark (1981) - Starring: Jeethu Joseph (dir.), Kamal Haasan, Gautami 8.167238067438142"
"56 - The Great Dictator (1940) - Starring: Ram Gopal Varma (dir.), J.D. Chakravarthi, Manoj Bajpayee 8.166356217279178"
"57 - The Lives of Others (2006) - Starring: Nalan Kumarasamy (dir.), Vijay Sethupathi, Sanchita Shetty 8.159965715389022"
"58 - Django Unchained (2012) - Starring: Hansal Mehta (dir.), Rajkummar Rao, Prabhleen Sandhu 8.158550474813424"
"59 - Paths of Glory (1957) - Starring: Karthik Subbaraj (dir.), Siddharth, Bobby Simha 8.147175934487427"
"60 - Sunset Blvd (1950) - Starring: Bala (dir.), Vikram, Suriya 8.140472775640065"
"61 - WALL·E (2008) - Starring: Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha 8.13644163050121"
"62 - The Shining (1980) - Starring: Tigmanshu Dhulia (dir.), Irrfan Khan, Mahie Gill 8.131294682114996"
"63 - Avengers: Infinity War (2018) - Starring: Nagraj Manjule (dir.), Rinku Rajguru, Akash Thosar 8.130581515396685"
"64 - Witness for the Prosecution (1957) - Starring: Rakeysh Omprakash Mehra (dir.), Farhan Akhtar, Sonam Kapoor 8.127151376349042"
"65 - Joker (2019) - Starring: Priyadarshan (dir.), Akshay Kumar, Sunil Shetty 8.122981451598312"
"66 - Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964) - Starring: Meghna Gulzar (dir.), Irrfan Khan, Konkona Sen Sharma 8.122447317183862"
"67 - Spider-Man: Into the Spider-Verse (2018) - Starring: Ashutosh Gowariker (dir.), Shah Rukh Khan, Gayatri Joshi 8.117027328617269"
"68 - Oldeuboi (2003) - Starring: Ramesh Sippy (dir.), Sanjeev Kumar, Dharmendra 8.11446172322674"
"69 - Mononoke-hime (1997) - Starring: Sanjay Leela Bhansali (dir.), Amitabh Bachchan, Rani Mukerji 8.114002014373089"
"70 - Hamilton (2020) - Starring: Anwar Rasheed (dir.), Dulquer Salmaan, Thilakan 8.113681140782344"
"71 - Kimi no na wa (2016) - Starring: Shimit Amin (dir.), Shah Rukh Khan, Vidya Malvade 8.111942873142825"
"72 - Once Upon a Time in America (1984) - Starring: Mansoor Khan (dir.), Aamir Khan, Ayesha Jhulka 8.109171003628296"
"73 - The Dark Knight Rises (2012) - Starring: Ashwiny Iyer Tiwari (dir.), Swara Bhaskar, Ratna Pathak Shah 8.108032534040802"
"74 - Aliens (1986) - Starring: Nishikant Kamat (dir.), Ajay Devgn, Shriya Saran 8.107062774732919"
"75 - Coco (2017) - Starring: K. Asif (dir.), Prithviraj Kapoor, Madhubala 8.106364652679998"
"76 - Das Boot (1981) - Starring: Dileesh Pothan (dir.), Fahadh Faasil, Aparna Balamurali 8.104478571164398"
"77 - Pather Panchali (1955) - Starring: Zoya Akhtar (dir.), Hrithik Roshan, Farhan Akhtar 8.10408584688335"
"78 - Capharnaüm (2018) - Starring: Satyajit Ray (dir.), Soumitra Chatterjee, Madhabi Mukherjee 8.101566657507496"
"79 - Avengers: Endgame (2019) - Starring: Anubhav Sinha (dir.), Ayushmann Khurrana, Nassar 8.101026431146389"
"80 - Tengoku to jigoku (1963) - Starring: Vikramaditya Motwane (dir.), Rajat Barmecha, Ronit Roy 8.099966392661864"
"81 - American Beauty (1999) - Starring: Neeraj Pandey (dir.), Anupam Kher, Naseeruddin Shah 8.097282192079678"
"82 - Toy Story (1995) - Starring: H. Vinoth (dir.), Karthi, Rakul Preet Singh 8.096933383261105"
"83 - Braveheart (1995) - Starring: Vikas Bahl (dir.), Kangana Ranaut, Rajkummar Rao 8.093923534293005"
"84 - Amadeus (1984) - Starring: Neeraj Ghaywan (dir.), Richa Chadha, Sanjay Mishra 8.093700390736005"
"85 - 3 Idiots (2009) - Starring: Mani Ratnam (dir.), Madhavan, Shalini 8.09008671042972"
"86 - Inglourious Basterds (2009) - Starring: Rajkumar Hirani (dir.), Sanjay Dutt, Arshad Warsi 8.088895851257176"
"87 - Good Will Hunting (1997) - Starring: John Mathew Matthan (dir.), Aamir Khan, Naseeruddin Shah 8.08867648611033"
"88 - Star Wars: Episode VI - Return of the Jedi (1983) - Starring: Mani Ratnam (dir.), Arvind Swamy, Madhoo 8.084703272746987"
"89 - 2001: A Space Odyssey (1968) - Starring: Farhan Akhtar (dir.), Aamir Khan, Saif Ali Khan 8.084702241813552"
"90 - Reservoir Dogs (1992) - Starring: Suresh Krishna (dir.), Rajinikanth, Nagma 8.084357317349854"
"91 - M - Eine Stadt sucht einen Mörder (1931) - Starring: Umesh Shukla (dir.), Paresh Rawal, Akshay Kumar 8.083109637678588"
"92 - Taare Zameen Par (2007) - Starring: Rakeysh Omprakash Mehra (dir.), Aamir Khan, Soha Ali Khan 8.080055783149989"
"93 - Citizen Kane (1941) - Starring: Nitesh Tiwari (dir.), Sushant Singh Rajput, Shraddha Kapoor 8.076205016695104"
"94 - Vertigo (1958) - Starring: Ashutosh Gowariker (dir.), Aamir Khan, Raghuvir Yadav 8.071606268353351"
"95 - Requiem for a Dream (2000) - Starring: Sujoy Ghosh (dir.), Vidya Balan, Parambrata Chattopadhyay 8.070385163026756"
"96 - Jagten (2012) - Starring: Rajkumar Santoshi (dir.), Aamir Khan, Salman Khan 8.06702486341697"
"97 - Idi i smotri (1985) - Starring: Kamal Haasan (dir.), Kamal Haasan, Abhirami 8.066168103608675"
"98 - Singin' in the Rain (1952) - Starring: Aditya Dhar (dir.), Vicky Kaushal, Paresh Rawal 8.065069015971517"
"99 - North by Northwest (1959) - Starring: Rajkumar Hirani (dir.), Aamir Khan, Anushka Sharma 8.06352539182033"
"10 -  Eternal Sunshine of the Spotless Mind (2004) - Starring: Pawan Kumar (dir.), Sathish Neenasam, Sruthi Hariharan 8.05519182361616"
"101 - Ladri di biciclette (1948) - Starring: Nagesh Kukunoor (dir.), Shreyas Talpade, Naseeruddin Shah 8.054246919647609"
"102 - Ikiru (1952) - Starring: Bhaskar (dir.), Siddharth, Genelia D'Souza 8.051467686564623"
"103 - Lawrence of Arabia (1962) - Starring: Rajkumar Santoshi (dir.), Ajay Devgn, Sushant Singh 8.0513566422516"
"104 - The Kid (1921) - Starring: Anurag Basu (dir.), Ranbir Kapoor, Priyanka Chopra Jonas 8.048551327901013"
"105 - The Father (2020) - Starring: Aniruddha Roy Chowdhury (dir.), Taapsee Pannu, Amitabh Bachchan 8.043961559307645"
"106 - Full Metal Jacket (1987) - Starring: Vishal Bhardwaj (dir.), Irrfan Khan, Tabu 8.039009982425052"
"107 - Dangal (2016) - Starring: Mani Ratnam (dir.), Arvind Swamy, Manisha Koirala 8.036172816358121"
"108 - A Clockwork Orange (1971) - Starring: Ajay Bahl (dir.), Akshaye Khanna, Richa Chadha 8.03467153088125"
"109 - Metropolis (1927) - Starring: Vishal Bhardwaj (dir.), Ajay Devgn, Kareena Kapoor 8.031825806672988"
"110 - Taxi Driver (1976) - Starring: S. Shankar (dir.), Kamal Haasan, Sukanya 8.0258165399308"
"111 - The Sting (1973) - Starring: Rajkumar Hirani (dir.), Sanjay Dutt, Arshad Warsi 8.017794394778948"
"112 - Double Indemnity (1944) - Starring: Jeo Baby (dir.), Nimisha Sajayan, Suraj Venjaramoodu 8.016379131196695"
"113 - 1917 (2019) - Starring: Tharun Bhascker Dhaassyam (dir.), Abhay Bethiganti, Keshav Deepak 8.009371149862986"
"114 - The Apartment (1960) - Starring: Magizh Thirumeni (dir.), Arun Vijay, Tanya Hope 8.009094000730977"
"115 - Jodaeiye Nader az Simin (2011) - Starring: S.S. Rajamouli (dir.), Prabhas, Rana Daggubati 8.006603678293128"
"116 - Le fabuleux destin d'Amélie Poulain (2001) - Starring: Yash Chopra (dir.), Amitabh Bachchan, Shashi Kapoor 8.005515328441227"
"117 - Incendies (2010) - Starring: Ranjith (dir.), Tini Tom, Jayaraj Warrier 8.00366567373618"
"118 - Snatch (2000) - Starring: Balaji Tharaneetharan (dir.), Vijay Sethupathi, Gayathrie 7.9940708937978675"
"119 - Scarface (1983) - Starring: Jyoti Swaroop (dir.), Sunil Dutt, Saira Banu 7.993962083834714"
"120 - Toy Story 3 (2010) - Starring: Anurag Kashyap (dir.), Kay Kay Menon, Raj Singh Chaudhary 7.9934296904974005"
"121 - To Kill a Mockingbird (1962) - Starring: Vishal Bhardwaj (dir.), Shahid Kapoor, Tabu 7.9877122537613445"
"122 - Per qualche dollaro in più (1965) - Starring: Trivikram Srinivas (dir.), Mahesh Babu, Trisha Krishnan 7.987608953205009"
"123 - Up (2009) - Starring: Aditya Chopra (dir.), Shah Rukh Khan, Kajol 7.987567521399942"
"124 - Indiana Jones and the Last Crusade (1989) - Starring: Sukumar (dir.), Ram Charan, Samantha Akkineni 7.98294662775999"
"125 - LA Confidential (1997) - Starring: Mahesh Narayan (dir.), Parvathy Thiruvothu, Fahadh Faasil 7.9751311718627855"
"126 - Heat (1995) - Starring: Dileesh Pothan (dir.), Fahadh Faasil, Suraj Venjaramoodu 7.973110872395975"
"127 - Rashomon (1950) - Starring: Anurag Kashyap (dir.), Rahul Bhatt, Ronit Roy 7.970649674533334"
"128 - Yojinbo (1961) - Starring: K.S. Ravikumar (dir.), Shivaji Ganesan, Rajinikanth 7.969834650023781"
"129 - Ran (1985) - Starring: Mehboob Khan (dir.), Nargis, Sunil Dutt 7.959412579918149"
"130 - Die Hard (1988) - Starring: Neeraj Pandey (dir.), Akshay Kumar, Anupam Kher 7.949062455705437"
"131 - Monty Python and the Holy Grail (1975) - Starring: Vetrimaaran (dir.), Dhanush, Taapsee Pannu 7.94788607683342"
"132 - Green Book (2018) - Starring: Prashanth Neel (dir.), Yash, Srinidhi Shetty 7.943726796150257"
"133 - Der Untergang (2004) - Starring: Gautham Vasudev Menon (dir.), Suriya, Simran 7.937097006286731"
"134 - Batman Begins (2005) - Starring: Anand Gandhi (dir.), Aydah El-Kashef, Yogesh Shah 7.934266436516504"
"135 - Some Like It Hot (1959) - Starring: Rakshit Shetty (dir.), Kishore Kumar G., Rakshit Shetty 7.932637607648996"
"136 - All About Eve (1950) - Starring: Zoya Akhtar (dir.), Vijay Varma, Nakul Roshan Sahdev 7.9317403890403515"
"137 - Unforgiven (1992) - Starring: Amit Ravindernath Sharma (dir.), Ayushmann Khurrana, Neena Gupta 7.928757054826595"
"138 - Bacheha-Ye aseman (1997) - Starring: Anurag Kashyap (dir.), Abhay Deol, Mahie Gill 7.927147569629001"
"139 - Hauru no ugoku shiro (2004) - Starring: Kabir Khan (dir.), Salman Khan, Harshaali Malhotra 7.921172022089617"
"140 - The Wolf of Wall Street (2013) - Starring: Radha Krishna Jagarlamudi (dir.), Manoj Kumar Manchu, Allu Arjun 7.917129752547297"
"141 - The Great Escape (1963) - Starring: Satyajit Ray (dir.), Chhabi Biswas, Sardar Akhtar 7.914054099447766"
"142 - Judgment at Nuremberg (1961) - Starring: Mahesh Manjrekar (dir.), Sanjay Dutt, Namrata Shirodkar 7.909977886987699"
"143 - Casino (1995) - Starring: Rajat Kapoor (dir.), Sanjay Mishra, Seema Bhargava 7.902774683312902"
"144 - The Treasure of the Sierra Madre (1948) - Starring: Ram Gopal Varma (dir.), Ajay Devgn, Mohanlal 7.898630407799952"
"145 - Pan's Labyrinth (2006) - Starring: A.L. Vijay (dir.), Vikram, Anushka Shetty 7.898088568042027"
"146 - There Will Be Blood (2007) - Starring: Anurag Kashyap (dir.), Vineet Kumar Singh, Jimmy Sheirgill 7.8980165564931415"
"147 - A Beautiful Mind (2001) - Starring: Sandeep Reddy Vanga (dir.), Vijay Deverakonda, Shalini Pandey 7.893821917034897"
"148 - El secreto de sus ojos (2009) - Starring: Ketan Mehta (dir.), Nawazuddin Siddiqui, Radhika Apte 7.89045234986969"
"149 - Raging Bull (1980) - Starring: Mari Selvaraj (dir.), Dhanush, Lal 7.887318245482786"
"150 - Tonari no Totoro (1988) - Starring: Karthik Subbaraj (dir.), Vijay Sethupathi, Ramya Nambeeshan 7.883850948900395"
"151 - Chinatown (1974) - Starring: Karan Johar (dir.), Shah Rukh Khan, Kajol 7.872383196980324"
"152 - Lock, Stock and Two Smoking Barrels (1998) - Starring: Jeethu Joseph (dir.), Prithviraj Sukumaran, Sreejith Ravi 7.86736945756877"
"153 - The Gold Rush (1925) - Starring: Martin Prakkat (dir.), Dulquer Salmaan, Parvathy Thiruvothu 7.867028206452589"
"154 - Three Billboards Outside Ebbing, Missouri (2017) - Starring: Mukesh Chhabra (dir.), Sushant Singh Rajput, Sanjana Sanghi 7.864717834737931"
"155 - Dial M for Murder (1954) - Starring: Nikkhil Advani (dir.), Preity Zinta, Shah Rukh Khan 7.861973626710644"
"156 - No Country for Old Men (2007) - Starring: Imtiaz Ali (dir.), Shahid Kapoor, Kareena Kapoor 7.8607231731584575"
"157 - Shutter Island (2010) - Starring: Roshan Andrews (dir.), Prithviraj Sukumaran, Jayasurya 7.850797591502255"
"158 - Det sjunde inseglet (1957) - Starring: Lijo Jose Pellissery (dir.), Antony Varghese, Sarath Kumar 7.848049525694981"
"159 - The Elephant Man (1980) - Starring: Gautham Vasudev Menon (dir.), T.R. Silambarasan, Trisha Krishnan 7.84717168881822"
"160 - The Thing (1982) - Starring: Chakri Toleti (dir.), Kamal Haasan, Mohanlal 7.844619076099793"
"161 - The Sixth Sense (1999) - Starring: J.P. Dutta (dir.), Sunny Deol, Sunil Shetty 7.8432869430848875"
"162 - Klaus (2019) - Starring: Vikas Bahl (dir.), Hrithik Roshan, Mrunal Thakur 7.840805525966454"
"163 - Inside Out (2015) - Starring: Gautham Vasudev Menon (dir.), Suriya, Jyotika 7.838065018263512"
"164 - V for Vendetta (2005) - Starring: R. Balki (dir.), Akshay Kumar, Radhika Apte 7.8310380449486"
"165 - The Third Man (1949) - Starring: Farhan Akhtar (dir.), Hrithik Roshan, Preity Zinta 7.828526827007323"
"166 - Blade Runner (1982) - Starring: Vikraman (dir.), Anju Aravind, Madhan Bob 7.826964924539083"
"167 - Smultronstället (1957) - Starring: S.S. Rajamouli (dir.), Prabhas, Rana Daggubati 7.826446187030728"
"168 - The Bridge on the River Kwai (1957) - Starring: Gautham Vasudev Menon (dir.), Kamal Haasan, Jyotika 7.826313159012641"
"169 - Trainspotting (1996) - Starring: Nagesh Kukunoor (dir.), Ayesha Takia, Shreyas Talpade 7.825536911683998"
"170 - The Truman Show (1998) - Starring: Kamal Haasan (dir.), Kamal Haasan, Shah Rukh Khan 7.82139177984468"
"171 - Babam ve Oglum (2005) - Starring: Sachy (dir.), Prithviraj Sukumaran, Biju Menon 7.819388146042961"
"172 - Jurassic Park (1993) - Starring: Neeraj Pandey (dir.), Akshay Kumar, Danny Denzongpa 7.8187164169256524"
"173 - Warrior (2011) - Starring: Abhishek Chaubey (dir.), Sushant Singh Rajput, Bhumi Pednekar 7.817980036703991"
"174 - Fargo (1996) - Starring: Raja Menon (dir.), Akshay Kumar, Nimrat Kaur 7.8116974672802835"
"175 - Salinui chueok (2003) - Starring: Midhun Manuel Thomas (dir.), Kunchacko Boban, Jinu Joseph 7.809250151727799"
"176 - Finding Nemo (2003) - Starring: Gunasekhar (dir.), Mahesh Babu, Bhoomika Chawla 7.802582765207584"
"177 - Gone with the Wind (1939) - Starring: Saket Chaudhary (dir.), Irrfan Khan, Saba Qamar 7.8023131546372655"
"178 - Kill Bill: Vol 1 (2003) - Starring: Gauri Shinde (dir.), Sridevi, Adil Hussain 7.798932086979037"
"179 - Tôkyô monogatari (1953) - Starring: Prakash Jha (dir.), Ajay Devgn, Gracy Singh 7.791545263215221"
"180 - On the Waterfront (1954) - Starring: Vikram K. Kumar (dir.), Akkineni Nageshwara Rao, Nagarjuna Akkineni 7.789073852669762"
"181 - Stalker (1979) - Starring: Ritesh Batra (dir.), Irrfan Khan, Nimrat Kaur 7.78841916718945"
"182 - The General (1926) - Starring: Sriram Raghavan (dir.), Dharmendra, Rimi Sen 7.78124242117233"
"183 - The Deer Hunter (1978) - Starring: Shimit Amin (dir.), Nana Patekar, Revathi 7.779047037653269"
"184 - Relatos salvajes (2014) - Starring: Dileesh Pothan (dir.), Fahadh Faasil, Dileesh Pothan 7.756799482543423"
"185 - Gran Torino (2008) - Starring: Sujoy Ghosh (dir.), Amitabh Bachchan, Taapsee Pannu 7.753715565403801"
"186 - Sherlock Jr (1924) - Starring: Advait Chandan (dir.), Zaira Wasim, Meher Vij 7.752147082619413"
"187 - Room (2015) - Starring: Puri Jagannadh (dir.), Mahesh Babu, Ileana D'Cruz 7.749037591310627"
"188 - The Grand Budapest Hotel (2014) - Starring: S. Shankar (dir.), Anil Kapoor, Rani Mukerji 7.7366615971707455"
"189 - Before Sunrise (1995) - Starring: Neeraj Pandey (dir.), Sushant Singh Rajput, Kiara Advani 7.7347653624057"
"190 - Persona (1966) - Starring: Shoojit Sircar (dir.), Ayushmann Khurrana, Yami Gautam 7.734180401937877"
"191 - Mary and Max (2009) - Starring: Shekhar Kapur (dir.), Anil Kapoor, Sridevi 7.729597015959316"
"192 - In the Name of the Father (1993) - Starring: Meghna Gulzar (dir.), Alia Bhatt, Vicky Kaushal 7.728680712805673"
"193 - Prisoners (2013) - Starring: Abhishek Chaubey (dir.), Shahid Kapoor, Alia Bhatt 7.726938830592314"
"194 - Mr Smith Goes to Washington (1939) - Starring: Anup Bhandari (dir.), Nirup Bhandari, Radhika Narayan 7.7265390524561965"
"195 - Gone Girl (2014) - Starring: Amole Gupte (dir.), Partho A. Gupte, Numaan Sheikh 7.725274814032265"
"196 - Catch Me If You Can (2002) - Starring: Chandra Barot (dir.), Amitabh Bachchan, Zeenat Aman 7.722448035333003"
"197 - To Be or Not to Be (1942) - Starring: Sashi Kiran Tikka (dir.), Adivi Sesh, Sobhita Dhulipala 7.720300458278875"
"198 - Hacksaw Ridge (2016) - Starring: Abhishek Kapoor (dir.), Arjun Rampal, Farhan Akhtar 7.715032768520282"
"199 - Andhadhun (2018) - Starring: Yash Chopra (dir.), Shah Rukh Khan, Preity Zinta 7.711318344780964"
"200 - Barry Lyndon (1975) - Starring: K.V. Anand (dir.), Jiiva, Ajmal Ameer 7.708387453153471"
"201 - The Big Lebowski (1998) - Starring: Hansal Mehta (dir.), Manoj Bajpayee, Rajkummar Rao 7.708013086266323"
"202 - Ford v Ferrari (2019) - Starring: Velraj (dir.), Dhanush, Saranya Ponvannan 7.707713812953944"
"203 - 12 Years a Slave (2013) - Starring: Shashant Shah (dir.), Vinay Pathak, Sarita Joshi 7.706111050398595"
"204 - La passion de Jeanne d'Arc (1928) - Starring: Mani Ratnam (dir.), Mithun Chakraborty, Abhishek Bachchan 7.698486144343496"
"205 - How to Train Your Dragon (2010) - Starring: Sukumar (dir.), Allu Arjun, Anuradha Mehta 7.695070140405573"
"206 - Mad Max: Fury Road (2015) - Starring: A.R. Murugadoss (dir.), Joseph Vijay, Kajal Aggarwal 7.688458500767157"
"207 - Le salaire de la peur (1953) - Starring: Pan Nalin (dir.), Shawn Ku, Christy Chung 7.687992424477596"
"208 - Ben-Hur (1959) - Starring: Abhishek Kapoor (dir.), Amit Sadh, Sushant Singh Rajput 7.67927234499719"
"209 - Million Dollar Baby (2004) - Starring: Dibakar Banerjee (dir.), Abhay Deol, Paresh Rawal 7.67632357801981"
"210 - Dead Poets Society (1989) - Starring: A.R. Murugadoss (dir.), Joseph Vijay, Samantha Akkineni 7.6711682865365445"
"211 - Network (1976) - Starring: Vikram K. Kumar (dir.), Suriya, Samantha Akkineni 7.654239800241535"
"212 - Stand by Me (1986) - Starring: Nishikant Kamat (dir.), Paresh Rawal, Kay Kay Menon 7.652651974484035"
"213 - Harry Potter and the Deathly Hallows: Part 2 (2011) - Starring: Imtiaz Ali (dir.), Ranbir Kapoor, Nargis Fakhri 7.645473860406777"
"214 - Höstsonaten (1978) - Starring: Sachin Ravi (dir.), Rakshit Shetty, Shanvi Srivastava 7.641100742416465"
"215 - Cool Hand Luke (1967) - Starring: S.S. Rajamouli (dir.), Sudeep, Nani 7.637392148066615"
"216 - Ah-ga-ssi (2016) - Starring: Dharani (dir.), Joseph Vijay, Trisha Krishnan 7.634726418812031"
"217 - Les quatre cents coups (1959) - Starring: Prashanth Neel (dir.), Sri Murali, Haripriya 7.63158047717395"
"218 - Eskiya (1996) - Starring: Kundan Shah (dir.), Shah Rukh Khan, Suchitra Krishnamoorthi 7.63146567725749"
"219 - Logan (2017) - Starring: Yash Chopra (dir.), Juhi Chawla, Sunny Deol 7.630453271004694"
"220 - Platoon (1986) - Starring: Amit Masurkar (dir.), Rajkummar Rao, Pankaj Tripathi 7.629005138083854"
"221 - Hachi: A Dog's Tale (2009) - Starring: Shakun Batra (dir.), Rishi Kapoor, Rajat Kapoor 7.628592253664603"
"222 - La haine (1995) - Starring: Raj Kumar Gupta (dir.), Rajeev Khandelwal, Aishwarya 7.620406737700513"
"223 - Life of Brian (1979) - Starring: Vivek Agnihotri (dir.), Shweta Basu Prasad, Mithun Chakraborty 7.619117869675719"
"224 - Spotlight (2015) - Starring: Rohena Gera (dir.), Tillotama Shome, Vivek Gomber 7.619073069958365"
"225 - Hotel Rwanda (2004) - Starring: Deepa Mehta (dir.), Aamir Khan, Nandita Das 7.6150932861170455"
"226 - Into the Wild (2007) - Starring: Mukul Anand (dir.), Amitabh Bachchan, Mithun Chakraborty 7.608525316102238"
